"Date","Price","Open","High","Low","Vol.","Change %"
"06/13/2024","4.08","4.07","4.11","4.07","17.12M","0.49%"
"06/12/2024","4.06","4.08","4.11","4.06","12.66M","-0.49%"
"06/11/2024","4.08","4.14","4.14","4.08","23.04M","-0.73%"
"06/10/2024","4.11","4.12","4.12","4.09","8.35M","0.00%"
"06/07/2024","4.11","4.14","4.15","4.10","13.11M","-0.48%"
"06/06/2024","4.13","4.13","4.15","4.11","7.85M","0.00%"
"06/05/2024","4.13","4.15","4.18","4.13","15.07M","-0.48%"
"06/04/2024","4.15","4.12","4.18","4.09","26.61M","1.22%"
"05/31/2024","4.10","4.09","4.13","4.06","66.55M","0.49%"
"05/30/2024","4.08","4.08","4.10","4.06","35.93M","0.00%"
"05/29/2024","4.08","4.12","4.13","4.08","34.89M","-0.97%"
"05/28/2024","4.12","4.13","4.15","4.10","29.31M","-0.24%"
"05/27/2024","4.13","4.17","4.19","4.13","22.31M","-0.96%"
"05/24/2024","4.17","4.20","4.20","4.16","11.81M","-0.71%"
"05/23/2024","4.20","4.20","4.24","4.18","17.26M","0.24%"
"05/21/2024","4.19","4.19","4.20","4.17","33.83M","0.00%"
"05/20/2024","4.19","4.19","4.23","4.17","13.25M","0.00%"
"05/17/2024","4.19","4.19","4.20","4.17","17.45M","0.00%"
"05/16/2024","4.19","4.15","4.20","4.15","18.57M","0.96%"
"05/15/2024","4.15","4.17","4.18","4.15","29.08M","-0.48%"
"05/14/2024","4.17","4.18","4.19","4.17","12.80M","-0.24%"
"05/13/2024","4.18","4.19","4.20","4.17","12.46M","0.00%"
"05/10/2024","4.18","4.18","4.19","4.17","12.87M","0.24%"
"05/09/2024","4.17","4.20","4.20","4.16","17.16M","-0.71%"
"05/08/2024","4.20","4.20","4.21","4.16","21.51M","-0.24%"
"05/07/2024","4.21","4.22","4.23","4.20","29.49M","0.24%"
"05/06/2024","4.20","4.12","4.21","4.12","22.36M","1.94%"
"05/03/2024","4.12","4.11","4.14","4.10","31.96M","0.49%"
"05/02/2024","4.10","4.12","4.15","4.09","35.17M","-0.49%"
"04/30/2024","4.12","4.18","4.19","4.12","35.20M","-1.44%"
"04/29/2024","4.18","4.21","4.22","4.18","14.84M","-0.71%"
"04/26/2024","4.21","4.22","4.23","4.19","7.92M","-0.47%"
"04/25/2024","4.23","4.26","4.26","4.23","17.28M","-0.47%"
"04/24/2024","4.25","4.22","4.27","4.21","20.94M","0.95%"
"04/23/2024","4.21","4.19","4.25","4.18","24.05M","0.24%"
"04/22/2024","4.20","4.15","4.21","4.15","12.45M","1.20%"
"04/19/2024","4.15","4.15","4.19","4.14","14.87M","0.24%"
"04/18/2024","4.14","4.15","4.17","4.12","14.35M","-0.24%"
"04/17/2024","4.15","4.11","4.17","4.10","18.66M","1.22%"
"04/16/2024","4.10","4.12","4.14","4.10","22.01M","-0.49%"
"04/15/2024","4.12","4.17","4.18","4.12","16.90M","-1.44%"
"04/12/2024","4.18","4.19","4.20","4.16","15.88M","-0.24%"
"04/09/2024","4.19","4.19","4.21","4.17","13.50M","0.00%"
"04/08/2024","4.19","4.19","4.20","4.17","19.93M","0.24%"
"04/05/2024","4.18","4.21","4.21","4.17","13.11M","-0.71%"
"04/04/2024","4.21","4.16","4.23","4.14","23.80M","1.20%"
"04/03/2024","4.16","4.23","4.24","4.16","25.26M","-1.65%"
"04/02/2024","4.23","4.23","4.25","4.22","10.87M","-0.24%"
"04/01/2024","4.24","4.22","4.26","4.22","8.09M","0.47%"
"03/29/2024","4.22","4.21","4.25","4.20","23.81M","0.24%"
"03/27/2024","4.21","4.26","4.26","4.20","20.60M","-0.94%"
"03/26/2024","4.25","4.24","4.26","4.23","16.27M","0.24%"
"03/25/2024","4.24","4.24","4.25","4.21","14.71M","0.00%"
"03/22/2024","4.24","4.22","4.25","4.21","17.50M","0.47%"
"03/21/2024","4.22","4.25","4.26","4.22","10.02M","-0.47%"
"03/20/2024","4.24","4.29","4.29","4.24","11.80M","-0.93%"
"03/19/2024","4.28","4.29","4.29","4.24","26.64M","-0.23%"
"03/18/2024","4.29","4.27","4.30","4.26","12.11M","0.47%"
"03/15/2024","4.27","4.23","4.29","4.21","32.00M","0.95%"
"03/14/2024","4.23","4.22","4.23","4.18","28.19M","0.24%"
"03/13/2024","4.22","4.25","4.26","4.18","27.00M","-2.09%"
"03/12/2024","4.31","4.30","4.33","4.29","23.95M","0.23%"
"03/11/2024","4.30","4.30","4.32","4.27","19.40M","0.23%"
"03/08/2024","4.29","4.28","4.32","4.27","24.97M","-0.23%"
"03/07/2024","4.30","4.29","4.35","4.28","22.29M","0.00%"
"03/06/2024","4.30","4.31","4.34","4.29","22.00M","-0.46%"
"03/05/2024","4.32","4.29","4.32","4.25","38.81M","0.47%"
"03/04/2024","4.30","4.35","4.41","4.30","23.79M","-1.38%"
"03/01/2024","4.36","4.39","4.42","4.31","33.24M","-0.91%"
"02/29/2024","4.40","4.43","4.46","4.40","48.74M","-0.68%"
"02/28/2024","4.43","4.47","4.49","4.43","25.93M","-0.89%"
"02/27/2024","4.47","4.43","4.48","4.43","19.01M","0.22%"
"02/26/2024","4.46","4.48","4.48","4.42","21.47M","-0.45%"
"02/23/2024","4.48","4.48","4.50","4.46","11.14M","0.00%"
"02/22/2024","4.48","4.50","4.51","4.46","8.73M","-0.67%"
"02/21/2024","4.51","4.48","4.52","4.47","28.42M","0.67%"
"02/20/2024","4.48","4.43","4.48","4.41","28.88M","1.13%"
"02/19/2024","4.43","4.41","4.43","4.39","12.53M","0.45%"
"02/16/2024","4.41","4.40","4.42","4.38","14.09M","0.46%"
"02/15/2024","4.39","4.40","4.41","4.38","10.63M","-0.23%"
"02/14/2024","4.40","4.39","4.41","4.38","6.85M","0.00%"
"02/13/2024","4.40","4.34","4.40","4.34","10.33M","1.15%"
"02/09/2024","4.35","4.37","4.38","4.34","2.94M","-0.46%"
"02/08/2024","4.37","4.39","4.42","4.37","8.37M","-0.46%"
"02/07/2024","4.39","4.39","4.39","4.37","14.24M","0.00%"
"02/06/2024","4.39","4.41","4.42","4.38","23.97M","-0.45%"
"02/05/2024","4.41","4.42","4.45","4.41","14.36M","-0.45%"
"02/02/2024","4.43","4.39","4.44","4.39","24.07M","0.91%"
"01/31/2024","4.39","4.41","4.42","4.38","18.34M","-0.23%"
"01/30/2024","4.40","4.41","4.42","4.39","9.35M","-0.23%"
"01/29/2024","4.41","4.37","4.42","4.36","13.54M","0.92%"
"01/26/2024","4.37","4.35","4.39","4.33","9.60M","0.00%"
"01/24/2024","4.37","4.36","4.38","4.36","14.26M","0.46%"
"01/23/2024","4.35","4.33","4.37","4.32","23.33M","0.23%"
"01/22/2024","4.34","4.35","4.37","4.31","22.30M","-0.23%"
"01/19/2024","4.35","4.31","4.37","4.31","8.49M","0.93%"
"01/18/2024","4.31","4.33","4.37","4.29","35.54M","-0.92%"
"01/17/2024","4.35","4.37","4.37","4.32","11.07M","-0.23%"
"01/16/2024","4.36","4.35","4.38","4.34","8.38M","0.00%"
"01/15/2024","4.36","4.30","4.36","4.30","8.94M","1.40%"
"01/12/2024","4.30","4.30","4.31","4.28","12.80M","0.00%"
"01/11/2024","4.30","4.31","4.34","4.28","10.94M","-0.23%"
"01/10/2024","4.31","4.39","4.39","4.30","14.90M","-1.82%"
"01/09/2024","4.39","4.36","4.40","4.36","22.50M","0.69%"
"01/08/2024","4.36","4.33","4.37","4.32","23.07M","0.69%"
"01/05/2024","4.33","4.29","4.33","4.29","15.44M","0.93%"
"01/04/2024","4.29","4.27","4.32","4.25","16.12M","0.47%"
"01/03/2024","4.27","4.28","4.28","4.25","12.40M","-0.23%"
"01/02/2024","4.28","4.28","4.28","4.25","8.58M","-0.23%"
"12/29/2023","4.29","4.28","4.31","4.24","24.57M","0.23%"
"12/28/2023","4.28","4.25","4.30","4.24","14.00M","0.71%"
"12/27/2023","4.25","4.24","4.26","4.23","12.21M","0.24%"
"12/26/2023","4.24","4.25","4.26","4.23","7.99M","-0.24%"
"12/22/2023","4.25","4.28","4.29","4.24","16.13M","-0.47%"
"12/21/2023","4.27","4.31","4.32","4.27","14.74M","-1.16%"
"12/20/2023","4.32","4.35","4.37","4.29","41.07M","-0.46%"
"12/19/2023","4.34","4.35","4.36","4.33","15.34M","-0.23%"
"12/18/2023","4.35","4.30","4.35","4.30","23.95M","0.93%"
"12/15/2023","4.31","4.30","4.34","4.29","31.91M","0.23%"
"12/14/2023","4.30","4.27","4.31","4.25","18.55M","0.94%"
"12/13/2023","4.26","4.25","4.26","4.24","15.62M","0.24%"
"12/12/2023","4.25","4.25","4.26","4.24","19.94M","0.00%"
"12/11/2023","4.25","4.25","4.26","4.22","17.27M","0.24%"
"12/08/2023","4.24","4.26","4.27","4.23","16.16M","-0.47%"
"12/07/2023","4.26","4.25","4.27","4.24","15.96M","0.24%"
"12/06/2023","4.25","4.27","4.28","4.24","13.00M","0.00%"
"12/05/2023","4.25","4.27","4.28","4.23","10.70M","-0.70%"
"12/04/2023","4.28","4.32","4.32","4.27","15.73M","-0.93%"
"12/01/2023","4.32","4.29","4.32","4.28","28.68M","1.17%"
"11/30/2023","4.27","4.24","4.28","4.23","114.99M","0.71%"
"11/29/2023","4.24","4.22","4.26","4.22","13.77M","0.47%"
"11/28/2023","4.22","4.24","4.27","4.21","21.60M","-0.47%"
"11/27/2023","4.24","4.25","4.28","4.23","12.30M","-0.24%"
"11/24/2023","4.25","4.27","4.28","4.23","5.96M","-0.47%"
"11/23/2023","4.27","4.27","4.27","4.25","6.89M","0.00%"
"11/22/2023","4.27","4.26","4.27","4.21","13.38M","0.00%"
"11/21/2023","4.27","4.21","4.28","4.20","17.43M","1.43%"
"11/20/2023","4.21","4.23","4.23","4.19","8.07M","-0.47%"
"11/17/2023","4.23","4.22","4.24","4.21","9.23M","-0.24%"
"11/16/2023","4.24","4.21","4.24","4.20","11.12M","0.24%"
"11/15/2023","4.23","4.19","4.23","4.17","16.94M","1.20%"
"11/14/2023","4.18","4.17","4.20","4.16","7.77M","0.48%"
"11/10/2023","4.16","4.20","4.20","4.14","10.49M","-1.19%"
"11/09/2023","4.21","4.20","4.22","4.19","10.15M","0.00%"
"11/08/2023","4.21","4.24","4.24","4.20","10.77M","-0.71%"
"11/07/2023","4.24","4.25","4.25","4.23","15.70M","-0.24%"
"11/06/2023","4.25","4.19","4.25","4.18","21.95M","1.67%"
"11/03/2023","4.18","4.18","4.20","4.17","11.76M","0.24%"
"11/02/2023","4.17","4.15","4.18","4.15","9.39M","0.48%"
"11/01/2023","4.15","4.16","4.17","4.15","8.70M","-0.24%"
"10/31/2023","4.16","4.15","4.17","4.15","12.34M","0.24%"
"10/30/2023","4.15","4.16","4.18","4.14","8.10M","-0.48%"
"10/27/2023","4.17","4.17","4.18","4.16","9.88M","0.00%"
"10/26/2023","4.17","4.18","4.19","4.16","13.49M","0.24%"
"10/25/2023","4.16","4.16","4.18","4.15","7.49M","0.48%"
"10/24/2023","4.14","4.16","4.17","4.12","11.12M","-0.48%"
"10/23/2023","4.16","4.14","4.18","4.13","14.37M","0.48%"
"10/20/2023","4.14","4.12","4.16","4.11","9.80M","0.49%"
"10/19/2023","4.12","4.17","4.17","4.12","8.94M","-1.20%"
"10/18/2023","4.17","4.17","4.18","4.15","7.07M","-0.24%"
"10/17/2023","4.18","4.18","4.19","4.16","11.01M","0.24%"
"10/16/2023","4.17","4.17","4.18","4.13","11.85M","0.00%"
"10/13/2023","4.17","4.17","4.18","4.15","9.11M","-0.24%"
"10/12/2023","4.18","4.15","4.19","4.15","11.87M","0.72%"
"10/11/2023","4.15","4.14","4.16","4.10","16.57M","0.48%"
"10/10/2023","4.13","4.04","4.14","4.04","9.05M","2.48%"
"10/09/2023","4.03","4.02","4.06","4.02","10.41M","0.00%"
"10/06/2023","4.03","4.04","4.06","4.02","25.70M","-0.25%"
"10/05/2023","4.04","4.05","4.08","4.02","24.49M","-0.25%"
"10/04/2023","4.05","4.05","4.07","4.01","14.82M","-0.25%"
"10/03/2023","4.06","4.06","4.12","4.05","14.77M","0.00%"
"10/02/2023","4.06","4.07","4.10","4.04","11.30M","0.00%"
"09/29/2023","4.06","4.12","4.13","4.06","22.97M","-1.93%"
"09/27/2023","4.14","4.17","4.17","4.13","12.32M","-1.19%"
"09/26/2023","4.19","4.18","4.20","4.17","9.33M","0.24%"
"09/25/2023","4.18","4.20","4.21","4.16","10.34M","-0.48%"
"09/22/2023","4.20","4.19","4.22","4.18","8.43M","-0.24%"
"09/21/2023","4.21","4.22","4.23","4.18","17.79M","0.48%"
"09/20/2023","4.19","4.22","4.23","4.18","11.54M","-0.24%"
"09/19/2023","4.20","4.19","4.21","4.18","5.51M","0.00%"
"09/18/2023","4.20","4.19","4.21","4.17","5.46M","0.24%"
"09/15/2023","4.19","4.17","4.20","4.15","18.64M","0.48%"
"09/14/2023","4.17","4.15","4.18","4.13","14.35M","0.72%"
"09/13/2023","4.14","4.13","4.17","4.10","12.68M","-2.36%"
"09/12/2023","4.24","4.23","4.24","4.21","12.89M","0.00%"
"09/11/2023","4.24","4.25","4.25","4.21","10.30M","-0.24%"
"09/08/2023","4.25","4.25","4.25","4.21","6.38M","0.00%"
"09/07/2023","4.25","4.25","4.28","4.24","9.89M","0.00%"
"09/06/2023","4.25","4.25","4.27","4.23","16.50M","0.00%"
"09/05/2023","4.25","4.27","4.29","4.23","15.11M","-0.70%"
"09/04/2023","4.28","4.24","4.29","4.24","17.54M","0.94%"
"09/01/2023","4.24","4.28","4.28","4.21","21.41M","0.24%"
"08/30/2023","4.23","4.16","4.26","4.16","47.92M","2.17%"
"08/29/2023","4.14","4.08","4.15","4.08","14.75M","1.47%"
"08/28/2023","4.08","4.09","4.10","4.06","8.74M","0.00%"
"08/25/2023","4.08","4.08","4.10","4.06","9.07M","0.00%"
"08/24/2023","4.08","4.10","4.10","4.07","14.39M","0.00%"
"08/23/2023","4.08","4.13","4.14","4.08","11.28M","-1.21%"
"08/22/2023","4.13","4.14","4.15","4.11","9.57M","-0.24%"
"08/21/2023","4.14","4.13","4.15","4.12","7.63M","0.24%"
"08/18/2023","4.13","4.15","4.16","4.10","15.13M","-0.72%"
"08/17/2023","4.16","4.18","4.18","4.15","20.97M","-0.72%"
"08/16/2023","4.19","4.19","4.22","4.18","18.69M","-0.48%"
"08/15/2023","4.21","4.15","4.22","4.15","13.61M","1.45%"
"08/14/2023","4.15","4.14","4.16","4.12","11.66M","-0.24%"
"08/11/2023","4.16","4.15","4.17","4.11","13.13M","0.24%"
"08/10/2023","4.15","4.16","4.18","4.13","12.48M","-0.48%"
"08/09/2023","4.17","4.14","4.18","4.12","17.87M","0.72%"
"08/08/2023","4.14","4.13","4.16","4.12","7.97M","0.24%"
"08/07/2023","4.13","4.12","4.14","4.10","5.16M","0.24%"
"08/04/2023","4.12","4.09","4.14","4.09","12.34M","0.73%"
"08/03/2023","4.09","4.11","4.12","4.07","10.19M","-0.97%"
"08/02/2023","4.13","4.12","4.15","4.11","10.66M","0.24%"
"08/01/2023","4.12","4.17","4.18","4.11","13.86M","-1.20%"
"07/31/2023","4.17","4.14","4.20","4.11","27.65M","0.72%"
"07/28/2023","4.14","4.10","4.15","4.07","13.35M","0.73%"
"07/27/2023","4.11","4.08","4.12","4.06","14.88M","0.74%"
"07/26/2023","4.08","4.05","4.09","4.04","14.49M","0.74%"
"07/25/2023","4.05","3.98","4.05","3.97","12.40M","1.76%"
"07/24/2023","3.98","3.99","4.00","3.97","5.03M","0.00%"
"07/21/2023","3.98","3.97","3.99","3.95","7.29M","0.25%"
"07/20/2023","3.97","3.98","3.99","3.95","8.42M","0.25%"
"07/18/2023","3.96","3.99","4.00","3.92","11.85M","-0.75%"
"07/17/2023","3.99","3.99","4.00","3.96","8.71M","0.00%"
"07/14/2023","3.99","3.94","4.01","3.92","22.82M","1.79%"
"07/13/2023","3.92","3.89","3.93","3.88","9.47M","1.29%"
"07/12/2023","3.87","3.87","3.90","3.85","7.95M","0.00%"
"07/11/2023","3.87","3.86","3.89","3.84","12.04M","0.26%"
"07/10/2023","3.86","3.85","3.89","3.85","7.38M","0.26%"
"07/07/2023","3.85","3.88","3.90","3.85","9.05M","-0.77%"
"07/06/2023","3.88","3.90","3.90","3.86","9.81M","-0.51%"
"07/05/2023","3.90","3.92","3.94","3.90","8.21M","-0.26%"
"07/04/2023","3.91","3.94","3.94","3.89","6.84M","-0.76%"
"07/03/2023","3.94","3.86","3.95","3.86","16.44M","2.34%"
"06/30/2023","3.85","3.88","3.92","3.83","20.18M","-0.52%"
"06/28/2023","3.87","3.86","3.89","3.85","10.46M","0.52%"
"06/27/2023","3.85","3.87","3.89","3.84","12.75M","-0.26%"
"06/26/2023","3.86","3.88","3.90","3.83","15.67M","-0.52%"
"06/23/2023","3.88","3.92","3.93","3.88","17.58M","-1.02%"
"06/22/2023","3.92","3.91","3.95","3.90","15.19M","0.26%"
"06/21/2023","3.91","3.88","3.93","3.87","21.40M","0.77%"
"06/20/2023","3.88","3.87","3.89","3.86","15.10M","0.26%"
"06/19/2023","3.87","3.88","3.89","3.85","6.04M","0.00%"
"06/16/2023","3.87","3.85","3.90","3.81","30.20M","0.52%"
"06/15/2023","3.85","3.82","3.85","3.81","11.27M","0.79%"
"06/14/2023","3.82","3.82","3.84","3.79","17.41M","0.26%"
"06/13/2023","3.81","3.86","3.87","3.80","19.97M","-1.04%"
"06/12/2023","3.85","3.84","3.87","3.84","11.79M","0.79%"
"06/09/2023","3.82","3.82","3.86","3.81","6.95M","0.26%"
"06/08/2023","3.81","3.82","3.83","3.78","11.95M","0.00%"
"06/07/2023","3.81","3.82","3.83","3.78","12.37M","0.00%"
"06/06/2023","3.81","3.79","3.84","3.78","20.12M","0.79%"
"06/02/2023","3.78","3.83","3.83","3.78","26.33M","-1.31%"
"06/01/2023","3.83","3.82","3.86","3.81","11.70M","0.52%"
"05/31/2023","3.81","3.85","3.87","3.81","54.05M","-0.78%"
"05/30/2023","3.84","3.89","3.89","3.84","25.40M","-1.29%"
"05/29/2023","3.89","3.91","3.91","3.86","15.94M","-0.26%"
"05/26/2023","3.90","3.90","3.94","3.89","19.49M","0.26%"
"05/25/2023","3.89","3.91","3.93","3.89","15.59M","-0.77%"
"05/24/2023","3.92","3.91","3.93","3.90","12.48M","0.26%"
"05/23/2023","3.91","3.95","3.96","3.90","12.81M","-1.01%"
"05/22/2023","3.95","3.97","3.98","3.92","9.88M","-0.75%"
"05/19/2023","3.98","3.96","3.98","3.95","10.02M","0.25%"
"05/18/2023","3.97","3.97","3.98","3.95","7.34M","0.25%"
"05/17/2023","3.96","3.95","3.98","3.94","6.46M","0.25%"
"05/16/2023","3.95","3.95","3.98","3.94","10.72M","0.25%"
"05/15/2023","3.94","3.97","3.99","3.94","8.60M","-0.76%"
"05/12/2023","3.97","4.01","4.02","3.96","11.33M","-1.00%"
"05/11/2023","4.01","3.99","4.02","3.99","11.35M","0.50%"
"05/10/2023","3.99","4.01","4.02","3.98","9.56M","-0.75%"
"05/09/2023","4.02","4.01","4.02","3.99","9.84M","0.25%"
"05/08/2023","4.01","4.02","4.03","4.00","10.51M","0.00%"
"05/05/2023","4.01","3.91","4.03","3.90","21.96M","2.56%"
"05/03/2023","3.91","3.92","3.93","3.90","11.33M","-0.26%"
"05/02/2023","3.92","3.89","3.94","3.89","15.17M","0.77%"
"04/28/2023","3.89","3.90","3.92","3.88","17.41M","0.00%"
"04/27/2023","3.89","3.89","3.91","3.88","11.13M","0.00%"
"04/26/2023","3.89","3.92","3.92","3.88","20.15M","-1.02%"
"04/25/2023","3.93","3.93","3.96","3.91","16.15M","0.00%"
"04/20/2023","3.93","3.97","3.97","3.91","17.02M","-1.01%"
"04/19/2023","3.97","3.98","3.99","3.95","10.77M","-0.25%"
"04/18/2023","3.98","3.97","3.99","3.95","8.24M","0.25%"
"04/17/2023","3.97","3.99","3.99","3.95","17.31M","-0.50%"
"04/14/2023","3.99","4.00","4.01","3.97","10.41M","0.00%"
"04/13/2023","3.99","4.01","4.02","3.98","15.50M","-0.75%"
"04/12/2023","4.02","4.00","4.04","3.98","11.04M","0.75%"
"04/11/2023","3.99","3.98","3.99","3.97","13.93M","0.25%"
"04/10/2023","3.98","4.00","4.01","3.98","2.33M","-0.25%"
"04/07/2023","3.99","4.01","4.01","3.97","4.29M","-0.50%"
"04/06/2023","4.01","4.02","4.02","3.97","8.40M","-0.25%"
"04/05/2023","4.02","4.00","4.02","3.99","4.90M","0.50%"
"04/04/2023","4.00","4.01","4.02","3.98","10.43M","0.00%"
"04/03/2023","4.00","4.02","4.04","4.00","9.60M","0.00%"
"03/31/2023","4.00","3.98","4.02","3.97","16.29M","0.50%"
"03/30/2023","3.98","3.96","3.98","3.94","7.65M","0.51%"
"03/29/2023","3.96","3.94","3.97","3.92","12.82M","0.51%"
"03/28/2023","3.94","3.92","3.95","3.90","13.62M","1.29%"
"03/27/2023","3.89","3.90","3.93","3.88","12.87M","-0.26%"
"03/24/2023","3.90","3.95","3.96","3.90","23.74M","-1.27%"
"03/23/2023","3.95","3.96","3.97","3.92","22.37M","-1.25%"
"03/22/2023","4.00","3.97","4.01","3.95","13.80M","0.25%"
"03/21/2023","3.99","3.97","4.01","3.97","11.57M","1.01%"
"03/20/2023","3.95","3.98","3.98","3.95","10.07M","-0.50%"
"03/17/2023","3.97","3.96","4.06","3.95","36.60M","1.02%"
"03/16/2023","3.93","3.95","3.96","3.91","18.16M","-0.51%"
"03/15/2023","3.95","3.91","3.98","3.91","49.01M","1.80%"
"03/14/2023","3.88","4.00","4.00","3.88","56.62M","-3.24%"
"03/13/2023","4.01","4.02","4.02","3.95","21.20M","-1.47%"
"03/10/2023","4.07","4.11","4.12","4.06","24.30M","-1.45%"
"03/09/2023","4.13","4.12","4.14","4.11","10.59M","0.49%"
"03/08/2023","4.11","4.12","4.13","4.09","17.78M","-0.48%"
"03/07/2023","4.13","4.10","4.15","4.10","12.08M","0.73%"
"03/06/2023","4.10","4.15","4.16","4.10","15.90M","-0.97%"
"03/03/2023","4.14","4.15","4.16","4.13","12.10M","0.00%"
"03/02/2023","4.14","4.14","4.16","4.13","8.88M","0.00%"
"03/01/2023","4.14","4.13","4.16","4.12","13.66M","0.24%"
"02/28/2023","4.13","4.16","4.19","4.13","44.46M","-0.48%"
"02/27/2023","4.15","4.13","4.17","4.11","24.83M","0.48%"
"02/24/2023","4.13","4.12","4.15","4.12","16.61M","0.24%"
"02/23/2023","4.12","4.14","4.14","4.11","10.82M","-0.24%"
"02/22/2023","4.13","4.15","4.16","4.13","14.58M","-0.48%"
"02/21/2023","4.15","4.16","4.18","4.15","9.81M","-0.24%"
"02/20/2023","4.16","4.16","4.17","4.15","8.12M","0.24%"
"02/17/2023","4.15","4.17","4.19","4.15","22.89M","-0.48%"
"02/16/2023","4.17","4.19","4.20","4.16","12.58M","-0.24%"
"02/15/2023","4.18","4.20","4.21","4.16","10.00M","-0.24%"
"02/14/2023","4.19","4.21","4.21","4.17","16.74M","0.00%"
"02/13/2023","4.19","4.20","4.21","4.16","11.37M","-0.24%"
"02/10/2023","4.20","4.13","4.20","4.13","11.37M","1.69%"
"02/09/2023","4.13","4.12","4.17","4.10","20.05M","0.24%"
"02/08/2023","4.12","4.16","4.18","4.12","21.58M","-0.96%"
"02/07/2023","4.16","4.20","4.21","4.15","26.94M","-1.19%"
"02/03/2023","4.21","4.21","4.22","4.20","20.30M","0.00%"
"02/02/2023","4.21","4.23","4.24","4.20","33.10M","-0.71%"
"01/31/2023","4.24","4.26","4.27","4.24","33.77M","-0.47%"
"01/30/2023","4.26","4.26","4.28","4.24","31.80M","0.24%"
"01/27/2023","4.25","4.28","4.28","4.24","26.03M","-0.70%"
"01/26/2023","4.28","4.30","4.30","4.27","9.35M","-0.23%"
"01/25/2023","4.29","4.30","4.30","4.27","9.14M","0.00%"
"01/20/2023","4.29","4.30","4.31","4.28","12.59M","0.00%"
"01/19/2023","4.29","4.29","4.31","4.28","27.75M","0.00%"
"01/18/2023","4.29","4.30","4.31","4.28","16.43M","-0.69%"
"01/17/2023","4.32","4.32","4.32","4.30","10.43M","0.00%"
"01/16/2023","4.32","4.33","4.33","4.30","14.22M","-0.23%"
"01/13/2023","4.33","4.30","4.33","4.29","17.23M","0.46%"
"01/12/2023","4.31","4.33","4.33","4.30","14.90M","0.00%"
"01/11/2023","4.31","4.31","4.32","4.28","14.24M","0.23%"
"01/10/2023","4.30","4.31","4.32","4.28","11.09M","-0.23%"
"01/09/2023","4.31","4.31","4.34","4.30","14.02M","0.23%"
"01/06/2023","4.30","4.30","4.31","4.28","5.69M","0.00%"
"01/05/2023","4.30","4.29","4.31","4.27","15.49M","0.47%"
"01/04/2023","4.28","4.28","4.31","4.27","10.41M","0.00%"
"01/03/2023","4.28","4.32","4.32","4.28","8.33M","-0.93%"
"12/30/2022","4.32","4.36","4.41","4.31","19.95M","-0.69%"
"12/29/2022","4.35","4.29","4.37","4.28","12.79M","1.16%"
"12/28/2022","4.30","4.30","4.35","4.23","28.31M","0.00%"
"12/27/2022","4.30","4.43","4.43","4.29","30.01M","-3.15%"
"12/23/2022","4.44","4.40","4.44","4.39","5.73M","0.91%"
"12/22/2022","4.40","4.42","4.43","4.39","12.28M","-0.23%"
"12/21/2022","4.41","4.38","4.41","4.37","9.55M","0.92%"
"12/20/2022","4.37","4.39","4.40","4.36","15.81M","-0.68%"
"12/19/2022","4.40","4.38","4.41","4.37","10.63M","0.46%"
"12/16/2022","4.38","4.38","4.40","4.35","17.91M","0.00%"
"12/15/2022","4.38","4.44","4.45","4.37","17.10M","-1.35%"
"12/14/2022","4.44","4.36","4.44","4.35","17.73M","1.14%"
"12/13/2022","4.39","4.39","4.41","4.38","14.14M","-0.23%"
"12/12/2022","4.40","4.41","4.46","4.35","25.90M","-0.23%"
"12/09/2022","4.41","4.40","4.43","4.38","20.31M","0.00%"
"12/08/2022","4.41","4.43","4.44","4.37","19.00M","-0.23%"
"12/07/2022","4.42","4.44","4.46","4.42","22.05M","-0.67%"
"12/06/2022","4.45","4.43","4.47","4.40","30.09M","0.23%"
"12/05/2022","4.44","4.42","4.45","4.37","18.82M","0.68%"
"12/02/2022","4.41","4.48","4.48","4.37","26.26M","-1.34%"
"12/01/2022","4.47","4.50","4.55","4.44","26.25M","-0.67%"
"11/30/2022","4.50","4.42","4.50","4.34","81.29M","2.04%"
"11/29/2022","4.41","4.50","4.52","4.40","26.24M","-2.43%"
"11/25/2022","4.52","4.53","4.61","4.51","38.87M","0.00%"
"11/24/2022","4.52","4.32","4.54","4.30","47.42M","5.61%"
"11/23/2022","4.28","4.28","4.31","4.27","18.72M","-0.23%"
"11/22/2022","4.29","4.33","4.34","4.25","18.79M","-0.92%"
"11/21/2022","4.33","4.31","4.33","4.26","19.40M","0.46%"
"11/17/2022","4.31","4.30","4.35","4.30","28.19M","0.23%"
"11/16/2022","4.30","4.35","4.36","4.29","16.31M","-1.60%"
"11/15/2022","4.37","4.38","4.39","4.35","20.23M","-0.23%"
"11/14/2022","4.38","4.45","4.45","4.36","11.82M","-1.57%"
"11/11/2022","4.45","4.46","4.47","4.43","14.37M","0.45%"
"11/10/2022","4.43","4.38","4.43","4.38","9.15M","0.68%"
"11/09/2022","4.40","4.37","4.43","4.36","17.08M","0.46%"
"11/08/2022","4.38","4.37","4.38","4.33","11.46M","0.69%"
"11/07/2022","4.35","4.37","4.43","4.33","14.10M","-0.23%"
"11/04/2022","4.36","4.39","4.40","4.33","21.28M","0.00%"
"11/03/2022","4.36","4.42","4.44","4.32","23.49M","-2.02%"
"11/02/2022","4.45","4.42","4.47","4.40","16.36M","0.91%"
"11/01/2022","4.41","4.45","4.47","4.41","12.01M","-1.34%"
